,od,birdorder,birdloc,avgCorr,quant025,quant50,quant975,pval,birdloc_lab
273,SChina-JapanKorea,Anserifor,dest,0.198629766,-0.425429205,0.283926602,0.660210047,0.696969697,destination
337,SEA-Europe,Passerifor,dest,0.154283673,-0.546548596,0.338090637,0.583285468,0.699924242,destination
8,CA-Mongolia,Ciconiifor,ori,0.180271214,-0.168922114,0.182713526,0.558448095,0.705109913,origin
73,Mongolia-CA,Accipitrifor,dest,0.194609925,-0.304437424,0.311647725,0.677077676,0.70739899,destination
29,JapanKorea-Mongolia,Gruifor,dest,-0.118507967,-0.550213531,-0.157917481,0.346746086,0.7075,destination
75,Mongolia-CA,Anserifor,dest,0.21928921,-0.338251719,0.32339455,0.75099902,0.710606061,destination
193,Mongolia-WA,Passerifor,dest,-0.099621091,-0.411315841,-0.123437199,0.18346503,0.712575758,destination
5,CA-Mongolia,Charadriifor,dest,-0.194063272,-0.680612945,-0.163772409,0.26355961,0.714857511,destination
175,Mongolia-Russia,Passerifor,dest,0.093127751,-0.481930839,0.215508791,0.415503966,0.714974747,destination
30,JapanKorea-Mongolia,Gruifor,ori,-0.101565821,-0.370422645,-0.209991657,0.237339493,0.716439394,origin
349,WA-Africa,Ciconiifor,dest,0.271952031,-0.291273199,0.474856302,0.779926367,0.716516729,destination
327,SEA-Europe,Anserifor,dest,0.116154468,-0.564638304,0.267842839,0.533647268,0.716792929,destination
15,CA-Mongolia,Pelecanifor,dest,-0.173151813,-0.650021969,-0.136354504,0.267335971,0.718594932,destination
10,CA-Mongolia,Falconifor,ori,0.165954846,-0.265049649,0.127748379,0.63325045,0.719327264,origin
1,CA-Mongolia,Accipitrifor,dest,-0.175509856,-0.731332116,-0.118313061,0.331743437,0.720993952,destination
6,CA-Mongolia,Charadriifor,ori,0.193723017,-0.291115891,0.151947845,0.710332863,0.721701032,origin
105,Mongolia-Europe,Pelecanifor,dest,-0.128217005,-0.626147916,-0.140730175,0.325438222,0.723737374,destination
357,WA-Africa,Pelecanifor,dest,-0.231722857,-0.783123956,-0.404638342,0.284118526,0.723845143,destination
328,SEA-Europe,Anserifor,ori,0.144619797,-0.734793287,0.410112971,0.676911239,0.724217172,origin
22,JapanKorea-Mongolia,Anserifor,ori,-0.100645196,-0.378766082,-0.222147463,0.263805725,0.724848485,origin
171,Mongolia-Russia,Falconifor,dest,0.104774135,-0.452143354,0.27484831,0.436486342,0.725429293,destination
69,Mongolia-Africa,Pelecanifor,dest,-0.235618631,-0.604322755,-0.385984181,0.223282695,0.726818182,destination
172,Mongolia-Russia,Falconifor,ori,0.097996925,-0.580642025,0.241140449,0.500675872,0.729368687,origin
344,WA-Africa,Accipitrifor,ori,-0.100637389,-0.651332329,-0.170901587,0.163650818,0.730289093,origin
345,WA-Africa,Anserifor,dest,0.124189374,-0.389475175,0.291359192,0.594532418,0.730289093,destination
76,Mongolia-CA,Anserifor,ori,-0.106118062,-0.547317916,-0.150851146,0.29730947,0.731515152,origin
9,CA-Mongolia,Falconifor,dest,-0.150303239,-0.53529817,-0.116462722,0.202798136,0.733544615,destination
83,Mongolia-CA,Gruifor,dest,0.154904409,-0.376899804,0.235994054,0.617657161,0.736893939,destination
57,Mongolia-Africa,Anserifor,dest,0.153088247,-0.330570063,0.391522159,0.468530919,0.739191919,destination
267,SChina-CA,Pelecanifor,dest,-0.064164947,-0.485949721,-0.066779231,0.442709886,0.74010101,destination
297,SChina-SEA,Falconifor,dest,0.115098418,-0.513413247,0.157895324,0.691970484,0.740429293,destination
308,SChina-WA,Accipitrifor,ori,-0.164697443,-0.700537162,-0.369540557,0.50098948,0.746085859,origin
71,Mongolia-Africa,Sulifor,dest,0.130834275,-0.319516845,0.362921874,0.439249445,0.746665318,destination
369,WA-CA,Falconifor,dest,0.180359192,-0.169088128,0.300427943,0.525885679,0.746717172,destination
28,JapanKorea-Mongolia,Falconifor,ori,-0.108208937,-0.508464576,-0.314003139,0.405998014,0.750151515,origin
365,WA-CA,Charadriifor,dest,0.174187557,-0.147461613,0.311629206,0.52026103,0.750378788,destination
101,Mongolia-Europe,Gruifor,dest,-0.064248639,-0.546336289,-0.062881983,0.461026999,0.753484848,destination
109,Mongolia-JapanKorea,Accipitrifor,dest,-0.198616592,-0.707968796,-0.560417106,0.546619419,0.756893939,destination
393,WA-Europe,Pelecanifor,dest,-0.066470265,-0.527650059,-0.093588326,0.50039729,0.757651515,destination
65,Mongolia-Africa,Gruifor,dest,0.07303867,-0.337028408,0.11426504,0.443297082,0.763510101,destination
380,WA-Europe,Accipitrifor,ori,0.083358744,-0.359830812,0.14462805,0.564845339,0.765782828,origin
363,WA-CA,Anserifor,dest,0.145343689,-0.264726098,0.198851073,0.5460963,0.766287879,destination
302,SChina-SEA,Passerifor,ori,-0.112306121,-0.636061626,-0.157367154,0.505782828,0.768434343,origin
192,Mongolia-WA,Gruifor,ori,-0.049451413,-0.211603885,-0.102512636,0.118670087,0.768535354,origin
21,JapanKorea-Mongolia,Anserifor,dest,-0.095993641,-0.737528461,-0.132068242,0.728790076,0.768914141,destination
119,Mongolia-JapanKorea,Gruifor,dest,-0.131580531,-0.516788723,-0.283843218,0.295939089,0.773611111,destination
269,SChina-CA,Sulifor,dest,0.049979711,-0.233074093,0.119306827,0.242412002,0.776616162,destination
115,Mongolia-JapanKorea,Ciconiifor,dest,0.020981961,-0.134084052,0.061515376,0.238033303,0.778383838,destination
20,JapanKorea-Mongolia,Accipitrifor,ori,-0.117502734,-0.563826304,-0.274286453,0.503363187,0.778585859,origin
256,SChina-CA,Anserifor,ori,0.074208109,-0.907374506,0.088487171,0.893421663,0.783207071,origin
210,NChina-Qinghai,Gruifor,ori,0.108622631,-0.331172797,0.107805108,0.557301175,0.783409091,origin
371,WA-CA,Gruifor,dest,0.260189622,-0.327356868,0.459626089,0.9000954,0.785353535,destination
378,WA-CA,Sulifor,ori,-0.167176483,-0.559687304,-0.484730944,0.410391685,0.785681818,origin
366,WA-CA,Charadriifor,ori,0.089233915,-0.316051389,0.090279159,0.49459705,0.786919192,origin
36,JapanKorea-Mongolia,Sulifor,ori,-0.028517479,-0.228739226,-0.048648228,0.234923309,0.791852404,origin
165,Mongolia-Russia,Anserifor,dest,0.059176707,-0.5926536,0.200043447,0.474936353,0.792777778,destination
386,WA-Europe,Ciconiifor,ori,-0.083643224,-0.518195908,-0.120898531,0.480671924,0.792878788,origin
331,SEA-Europe,Ciconiifor,dest,0.063591,-0.568770779,0.290254023,0.47154326,0.793459596,destination
318,SChina-WA,Gruifor,ori,0.051138666,-0.166957815,0.042421707,0.343506177,0.797575758,origin
264,SChina-CA,Gruifor,ori,0.034150532,-0.401168741,0.110681542,0.332554197,0.797777778,origin
254,SChina-CA,Accipitrifor,ori,0.106827635,-0.813465264,0.319866714,0.762365687,0.798156566,origin
376,WA-CA,Pelecanifor,ori,-0.029783121,-0.162282037,-0.028349712,0.103486525,0.801818182,origin
212,NChina-Qinghai,Passerifor,ori,-0.110907159,-0.609599779,-0.126808853,0.308245027,0.802222222,origin
377,WA-CA,Sulifor,dest,0.064147712,-0.276813848,0.193109019,0.321513986,0.802777778,destination
231,NChina-SChina,Pelecanifor,dest,0.107724308,-0.206899275,0.186115922,0.445752108,0.803636364,destination
335,SEA-Europe,Gruifor,dest,0.024957277,-0.745681111,0.181416867,0.454467316,0.804621212,destination
262,SChina-CA,Falconifor,ori,-0.122605419,-0.933373744,-0.302545769,0.895175206,0.805959596,origin
325,SEA-Europe,Accipitrifor,dest,0.050411568,-0.535326702,0.255151114,0.423749676,0.809368687,destination
266,SChina-CA,Passerifor,ori,-0.05679711,-0.739791105,-0.069850124,0.756397668,0.809520202,origin
17,CA-Mongolia,Sulifor,dest,0.171339257,-0.330682138,0.112317171,0.746007074,0.810262756,destination
117,Mongolia-JapanKorea,Falconifor,dest,-0.150726865,-0.613153926,-0.448506568,0.502841795,0.811666667,destination
334,SEA-Europe,Falconifor,ori,0.073919502,-0.191626548,0.041186186,0.396729184,0.812727273,origin
281,SChina-JapanKorea,Gruifor,dest,0.103724279,-0.388393793,0.168552632,0.489253528,0.813484848,destination
260,SChina-CA,Ciconiifor,ori,0.063187016,-0.472178021,0.189162395,0.441193917,0.814621212,origin
277,SChina-JapanKorea,Ciconiifor,dest,-0.060943062,-0.402550235,-0.087323104,0.231824957,0.815252525,destination
66,Mongolia-Africa,Gruifor,ori,0.05207029,-0.159576082,0.131021558,0.208499515,0.816464646,origin
13,CA-Mongolia,Passerifor,dest,-0.131134746,-0.614096806,-0.073333429,0.293449237,0.820490158,destination
257,SChina-CA,Charadriifor,dest,-0.072035801,-0.754403733,-0.140841028,0.639422776,0.822247475,destination
294,SChina-SEA,Charadriifor,ori,0.071044964,-0.585369756,0.097619053,0.680990103,0.824747475,origin
304,SChina-SEA,Pelecanifor,ori,-0.08432899,-0.491731307,-0.121305041,0.39296585,0.825277778,origin
143,Mongolia-NChina,Sulifor,dest,0.045136769,-0.351818165,0.079252923,0.392233908,0.828005051,destination
100,Mongolia-Europe,Falconifor,ori,0.069071089,-0.429974433,0.152331849,0.546361,0.829440137,origin
113,Mongolia-JapanKorea,Charadriifor,dest,-0.021421639,-0.770510792,0.18380029,0.586220939,0.830984848,destination
228,NChina-SChina,Gruifor,ori,-0.096056739,-0.46763643,-0.16748471,0.272313503,0.831010101,origin
360,WA-Africa,Sulifor,ori,0.077392894,-0.488972435,0.293888104,0.539529395,0.831395937,origin
121,Mongolia-JapanKorea,Passerifor,dest,0.110369689,-0.673733982,0.446647262,0.645920073,0.836742424,destination
315,SChina-WA,Falconifor,dest,-0.048160507,-0.276104669,-0.039888029,0.126548586,0.837878788,destination
111,Mongolia-JapanKorea,Anserifor,dest,-0.120348971,-0.535296209,-0.30323456,0.372201323,0.839040404,destination
278,SChina-JapanKorea,Ciconiifor,ori,0.110360573,-0.37930823,0.190151353,0.529646548,0.839974747,origin
370,WA-CA,Falconifor,ori,-0.008737879,-0.135940785,0.01770481,0.110951377,0.840782828,origin
396,WA-Europe,Sulifor,ori,-0.067782525,-0.519902402,-0.214219345,0.514796237,0.841313131,origin
206,NChina-Qinghai,Ciconiifor,ori,-0.100094461,-0.655986578,-0.103611007,0.324277517,0.843131313,origin
209,NChina-Qinghai,Gruifor,dest,-0.015407809,-0.455142274,-0.111741746,0.5169133,0.843510101,destination
251,Qinghai-Russia,Sulifor,dest,-0.024252654,-0.356020438,-0.02253395,0.482600384,0.844722222,destination
7,CA-Mongolia,Ciconiifor,dest,-0.119986038,-0.584281357,-0.063954523,0.282697833,0.845869266,destination
116,Mongolia-JapanKorea,Ciconiifor,ori,0.085101672,-0.494041817,0.33104228,0.481429764,0.846338384,origin
98,Mongolia-Europe,Ciconiifor,ori,-0.098968507,-0.508295319,-0.097799358,0.325986384,0.847626263,origin
323,SChina-WA,Sulifor,dest,0.035616054,-0.338501145,0.092243625,0.464727391,0.848308081,destination
282,SChina-JapanKorea,Gruifor,ori,0.066458007,-0.490772089,0.132209462,0.409701808,0.848333333,origin
330,SEA-Europe,Charadriifor,ori,0.017451244,-0.344356502,0.032309679,0.465011546,0.850353535,origin
270,SChina-CA,Sulifor,ori,0.062945493,-0.668368317,0.108476081,0.809673225,0.851161616,origin
359,WA-Africa,Sulifor,dest,0.097159841,-0.333510629,0.343425021,0.434254463,0.85259452,destination
123,Mongolia-JapanKorea,Pelecanifor,dest,0.070013527,-0.666379496,0.357512546,0.594517545,0.853005051,destination
338,SEA-Europe,Passerifor,ori,-0.128054099,-0.866729176,-0.562211253,0.937586763,0.856515152,origin
326,SEA-Europe,Accipitrifor,ori,-0.113660031,-0.76171582,-0.462344161,0.855958206,0.856742424,origin
340,SEA-Europe,Pelecanifor,ori,-0.053853097,-0.74329384,-0.396926748,0.927160294,0.857449495,origin
329,SEA-Europe,Charadriifor,dest,-0.103923728,-0.618012175,-0.073836318,0.184223392,0.857676768,destination
333,SEA-Europe,Falconifor,dest,-0.085923611,-0.588874234,-0.384557166,0.635731167,0.857954545,destination
255,SChina-CA,Anserifor,dest,-0.046390126,-0.815213614,-0.145459979,0.752033641,0.860227273,destination
221,NChina-SChina,Charadriifor,dest,-0.050273089,-0.444722634,-0.065390413,0.401601022,0.861363636,destination
303,SChina-SEA,Pelecanifor,dest,0.097579715,-0.697345657,0.091397326,0.86216959,0.862752525,destination
155,Mongolia-Qinghai,Gruifor,dest,-0.01205047,-0.426498369,0.050860574,0.300025539,0.864494949,destination
126,Mongolia-JapanKorea,Sulifor,ori,-0.063495882,-0.482414143,-0.297528269,0.534442006,0.865606061,origin
253,SChina-CA,Accipitrifor,dest,-0.014743084,-0.525834949,-0.089928781,0.540237707,0.867348485,destination
291,SChina-SEA,Anserifor,dest,0.069431861,-0.53845205,0.066050123,0.672782205,0.868459596,destination
351,WA-Africa,Falconifor,dest,0.002073246,-0.301390347,0.047641249,0.214067732,0.868821389,destination
353,WA-Africa,Gruifor,dest,0.021005149,-0.421117813,0.082092415,0.405150278,0.869099363,destination
280,SChina-JapanKorea,Falconifor,ori,0.116719939,-0.722783697,0.213787525,0.853785202,0.869570707,origin
110,Mongolia-JapanKorea,Accipitrifor,ori,0.045184824,-0.574233019,0.270507892,0.487230603,0.870959596,origin
108,Mongolia-Europe,Sulifor,ori,0.099106499,-0.400908457,0.092623804,0.583636481,0.873611111,origin
306,SChina-SEA,Sulifor,ori,-0.050062324,-0.801527766,-0.111323592,0.811673488,0.874267677,origin
317,SChina-WA,Gruifor,dest,-0.109215891,-0.768485112,-0.427663627,0.822087021,0.874974747,destination
310,SChina-WA,Anserifor,ori,-0.137171106,-0.819826494,-0.487800581,0.833028884,0.875176768,origin
106,Mongolia-Europe,Pelecanifor,ori,-0.103306341,-0.606458635,-0.100518777,0.416488069,0.875454545,origin
292,SChina-SEA,Anserifor,ori,0.064997526,-0.812790967,0.119390753,0.84802622,0.876414141,origin
89,Mongolia-CA,Sulifor,dest,0.05365762,-0.270941303,0.159939222,0.327494389,0.876868687,destination
124,Mongolia-JapanKorea,Pelecanifor,ori,0.035314036,-0.536949079,0.242201338,0.449286596,0.878232323,origin
122,Mongolia-JapanKorea,Passerifor,ori,0.036529974,-0.504719012,0.235265603,0.426229047,0.881035354,origin
309,SChina-WA,Anserifor,dest,-0.110030511,-0.740504388,-0.42332395,0.783142562,0.881616162,destination
200,NChina-Qinghai,Accipitrifor,ori,-0.082795856,-0.668181463,-0.064119176,0.352952445,0.881691919,origin
197,Mongolia-WA,Sulifor,dest,0.070548638,-0.446605159,0.225796317,0.490672254,0.8825,destination
92,Mongolia-Europe,Accipitrifor,ori,-0.107195174,-0.669387649,-0.103495524,0.470653483,0.883106061,origin
356,WA-Africa,Passerifor,ori,-0.015606208,-0.415536139,0.04410491,0.105623363,0.883149702,origin
103,Mongolia-Europe,Passerifor,dest,-0.053040766,-0.440729757,-0.049668364,0.342288792,0.884873737,destination
114,Mongolia-JapanKorea,Charadriifor,ori,0.009055953,-0.566972895,0.194365628,0.441651049,0.886085859,origin
259,SChina-CA,Ciconiifor,dest,0.01790958,-0.610147044,0.027825174,0.55474363,0.887626263,destination
32,JapanKorea-Mongolia,Passerifor,ori,0.060853678,-0.6039298,0.273556962,0.624326793,0.88790404,origin
25,JapanKorea-Mongolia,Ciconiifor,dest,0.033693878,-0.433960452,0.175231609,0.429000168,0.888611111,destination
339,SEA-Europe,Pelecanifor,dest,-0.090801448,-0.515793694,-0.044539697,0.239353853,0.888964646,destination
287,SChina-JapanKorea,Sulifor,dest,-0.039554249,-0.301819738,-0.057475656,0.227468665,0.889419192,destination
33,JapanKorea-Mongolia,Pelecanifor,dest,0.029355821,-0.465156707,0.142921832,0.473871235,0.88959596,destination
99,Mongolia-Europe,Falconifor,dest,0.018952515,-0.547038232,-0.090226751,0.616919689,0.89040404,destination
34,JapanKorea-Mongolia,Pelecanifor,ori,0.046582476,-0.692921878,0.189808284,0.790320081,0.891515152,origin
312,SChina-WA,Charadriifor,ori,0.009673392,-0.417889141,-0.115455655,0.554012571,0.891590909,origin
395,WA-Europe,Sulifor,dest,0.075273696,-0.617727294,0.079349116,0.630410703,0.892171717,destination
234,NChina-SChina,Sulifor,ori,0.06592011,-0.225563248,0.12060166,0.386897355,0.892651515,origin
220,NChina-SChina,Anserifor,ori,-0.069167652,-0.35495061,-0.115677287,0.209884387,0.892727273,origin
261,SChina-CA,Falconifor,dest,-0.043447355,-0.842652698,-0.117667518,0.75235214,0.893611111,destination
2,CA-Mongolia,Accipitrifor,ori,-0.02553742,-0.317633358,-0.14904155,0.373627989,0.895743633,origin
387,WA-Europe,Falconifor,dest,0.15473786,-0.412132531,0.159550272,0.696484659,0.896540404,destination
289,SChina-SEA,Accipitrifor,dest,0.035117104,-0.860442481,0.083436153,0.859033024,0.896691919,destination
23,JapanKorea-Mongolia,Charadriifor,dest,0.016559179,-0.52297103,0.092418089,0.556695033,0.898106061,destination
19,JapanKorea-Mongolia,Accipitrifor,dest,0.018449301,-0.543771287,0.104139602,0.584419462,0.898282828,destination
295,SChina-SEA,Ciconiifor,dest,0.0558936,-0.816148234,0.111561555,0.809082661,0.899924242,destination
204,NChina-Qinghai,Charadriifor,ori,0.012016732,-0.535765838,0.058827251,0.396390693,0.900732323,origin
225,NChina-SChina,Falconifor,dest,-0.107328911,-0.803929842,-0.194517262,0.681493389,0.903737374,destination
384,WA-Europe,Charadriifor,ori,0.129719291,-0.371721718,0.12994975,0.60428313,0.905833333,origin
305,SChina-SEA,Sulifor,dest,-0.01934971,-0.58531183,-0.080746738,0.64720998,0.908131313,destination
322,SChina-WA,Pelecanifor,ori,-0.002273644,-0.437549111,0.081733202,0.269123998,0.909090909,origin
313,SChina-WA,Ciconiifor,dest,-0.002523023,-0.73382685,0.221535144,0.584606166,0.912272727,destination
31,JapanKorea-Mongolia,Passerifor,dest,0.014218944,-0.47592733,0.087855889,0.462228545,0.913005051,destination
12,CA-Mongolia,Gruifor,ori,0.032985936,-0.511774632,-0.136674843,0.703329799,0.914961047,origin
63,Mongolia-Africa,Falconifor,dest,0.006880084,-0.245876804,-0.00913972,0.247157049,0.920176768,destination
314,SChina-WA,Ciconiifor,ori,-0.040040601,-0.338945914,-0.022052557,0.202071704,0.921287879,origin
24,JapanKorea-Mongolia,Charadriifor,ori,0.014583062,-0.781588355,0.130277524,0.829822057,0.925984848,origin
107,Mongolia-Europe,Sulifor,dest,0.080376726,-0.521636268,0.065646348,0.700284585,0.926212121,destination
320,SChina-WA,Passerifor,ori,-0.052285173,-0.693254884,0.082653162,0.455577695,0.927222222,origin
319,SChina-WA,Passerifor,dest,-0.042740946,-0.452783039,0.046809858,0.29325517,0.928611111,destination
96,Mongolia-Europe,Charadriifor,ori,-0.079126191,-0.608557564,-0.065511471,0.460879919,0.93209596,origin
208,NChina-Qinghai,Falconifor,ori,-0.011870445,-0.526107701,0.027979193,0.323645393,0.93290404,origin
118,Mongolia-JapanKorea,Falconifor,ori,-0.050991759,-0.526900604,0.04901606,0.329834485,0.933762626,origin
296,SChina-SEA,Ciconiifor,ori,0.015696238,-0.590368582,0.045753837,0.588031501,0.935050505,origin
3,CA-Mongolia,Anserifor,dest,-0.09421061,-0.55496054,-0.02261521,0.311677335,0.936223942,destination
341,SEA-Europe,Sulifor,dest,0.040629399,-0.525032595,-0.161142008,0.867216914,0.94200245,destination
362,WA-CA,Accipitrifor,ori,-0.051421738,-0.455904119,-0.010075778,0.242967648,0.944646465,origin
125,Mongolia-JapanKorea,Sulifor,dest,0.024677266,-0.266079382,0.029063045,0.251623685,0.945833333,destination
35,JapanKorea-Mongolia,Sulifor,dest,0.011934728,-0.532444278,-0.026010214,0.582952223,0.946747654,destination
299,SChina-SEA,Gruifor,dest,0.021839539,-0.691012262,0.054272336,0.680892275,0.950176768,destination
27,JapanKorea-Mongolia,Falconifor,dest,-0.022827029,-0.522541852,-0.013937881,0.597193729,0.950889644,destination
227,NChina-SChina,Gruifor,dest,0.024896837,-0.516191626,0.095674806,0.502970584,0.953156566,destination
298,SChina-SEA,Falconifor,ori,-0.024341829,-0.871879248,-0.03346669,0.830993908,0.956287879,origin
272,SChina-JapanKorea,Accipitrifor,ori,0.037942533,-0.776731972,0.106817625,0.75158855,0.957651515,origin
112,Mongolia-JapanKorea,Anserifor,ori,-0.056380097,-0.417101244,-0.018368801,0.225775389,0.958585859,origin
300,SChina-SEA,Gruifor,ori,0.012047379,-0.49530646,0.034372052,0.482543913,0.965833333,origin
263,SChina-CA,Gruifor,dest,0.079497115,-0.668887295,-0.018375864,0.863935237,0.966111111,destination
94,Mongolia-Europe,Anserifor,ori,-0.005167424,-0.570738878,0.025666143,0.567740116,0.967853535,origin
301,SChina-SEA,Passerifor,dest,0.033047903,-0.835826625,0.022915306,0.889505175,0.969292929,destination
332,SEA-Europe,Ciconiifor,ori,0.061493415,-0.326825833,-0.05039695,0.6487623,0.970984848,origin
217,NChina-SChina,Accipitrifor,dest,3.78E-05,-0.884491004,0.109348992,0.857167696,0.971363636,destination
258,SChina-CA,Charadriifor,ori,0.06650458,-0.659123239,0.017604622,0.776199883,0.973434343,origin
166,Mongolia-Russia,Anserifor,ori,-0.039794788,-0.500159549,0.010198446,0.302275403,0.977575758,origin
307,SChina-WA,Accipitrifor,dest,-0.049363269,-0.477467957,0.011055827,0.287599617,0.981767677,destination
342,SEA-Europe,Sulifor,ori,0.102012258,-0.581229628,0.060057443,0.892312005,0.984722222,origin
361,WA-CA,Accipitrifor,dest,0.049777644,-0.256515759,0.00193434,0.414180464,0.98489899,destination
223,NChina-SChina,Ciconiifor,dest,-0.033563014,-0.733588467,-0.023358918,0.58557291,0.98780303,destination
4,CA-Mongolia,Anserifor,ori,0.109146259,-0.420704672,0.001986905,0.712063023,0.992386268,origin
290,SChina-SEA,Accipitrifor,ori,-0.021679415,-0.902431305,0.012288181,0.81832396,0.99280303,origin
135,Mongolia-NChina,Falconifor,dest,0.033691127,-0.230601755,0.000260292,0.449066529,0.99459596,destination
104,Mongolia-Europe,Passerifor,ori,-0.042197069,-0.486137848,-0.002623889,0.40247371,0.996060606,origin
293,SChina-SEA,Charadriifor,dest,-0.017263349,-0.861159753,0.000491855,0.782749997,0.99969697,destination